"wals","FAM","GEN","SUBGEN","OID_","Language","Population","Latitude","Longitude","Genus","Family","alt","bio1","bio4","bio12","bio17","X100alt","X100bio1","X100bio4","X100bio12","X100bio17","X500alt","X500bio1","X500bio4","X500bio12","X500bio17","ID","ISO.code","Language.1","Family.1","Region","Autotyp.area","Coordinates"
"bun","South_Bougainville","Buin","Buin",510,"Senadi",862000,9.5,-6.25,171106,171,400,262,1367,1369,27,384.63,262.89,1380.94,1300.2,29.48,339.07,264.21,1504.06,1290.28,42.41,510,"buo ","Buin ","East Bougainville ","Pacific ","Pacific ","-6.75, 155.833"
"mot","South_Bougainville","Buin","Buin",511,"Sui",300120,26,107.5,194102,194,913,163,6517,1281,87,963.86,163.58,6509.57,1285.63,86.73,807.65,172.42,6378,1311.88,92.12,511,"siw ","Motuna ","East Bougainville ","Pacific ","Pacific ","-6.617, 155.417"
"nas","South_Bougainville","Nasioi","Nasioi",512,"Supyire",350000,11.5,-5.58,171106,171,348,271,2083,1072,6,385.25,268.89,2024.01,1049.02,6.84,336.47,270.29,2010.97,964.91,13.51,512,"nas ","Nasioi ","East Bougainville ","Pacific ","Pacific ","-6.333, 155.583"
"bzi","Geelvink_Bay","Geelvink_Bay","Geelvink_Bay",513,"Shan",3295000,22,98,194102,194,971,208,3409,1499,22,965.29,208.38,3391.91,1500.01,22.41,830.61,219.98,3306.7,1415.74,33.48,513,"bvz ","Bauzi ","Geelvink Bay ","Pacific ","New Guinea Highlands ","-2.5, 137.667"
"kae","Kaki_Ae","Kaki_Ae","Kaki_Ae",514,"Tama",67900,14.5,22,172118,172,981,255,2598,335,0,889.76,260.08,2637.97,326.86,0,639.69,268.18,3034.03,320.01,0.04,514,"tbd ","Kaki_Ae ","Trans New Guinea ","Pacific ","South New Guinea ","-8, 145.833"
"ale","Eskimo-Aleut","Aleut","Aleut",515,"Tarok",300000,9,10.08,171107,171,188,275,1617,1075,1,281.79,269.1,1625.92,1096.05,1.74,476.02,256.23,1715.49,1263.13,13.86,515,"ale ","Aleut ","Eskimo-Aleut ","North America ","North Pacific ","54, -166"
"yus","Eskimo-Aleut","Eskimo","Yupik",518,"Ticuna",47200,-4,-70.5,196101,196,114,258,382,2751,499,109.18,258.02,381.5,2700.52,477.53,136.51,258.57,421.14,2756.69,454.01,518,"ess ","Siberian Yupik ","Eskimo-Aleut ","Eurasia ","North Pacific ","65, -175"
"tlp","Otomanguean","WesternOtomanguean","Tlapanec-Manguean",519,"Tlapanec",40200,17.08,-99,178107,178,869,245,989,1851,21,970.76,240.83,1070.86,1371.72,17.89,1292.8,209.28,1752.59,1178.48,44.89,519,"gpn ","Taiap ","Taiap ","Pacific ","North New Guinea ","-4.033, 144.5"
"vie","Austroasiatic","Mon-Khmer","Viet-Muong",521,"Vietnamese",67762060,10.5,106.5,111109,111,1,274,885,1463,14,10.12,271.6,883.45,1640,25.46,188.41,260.82,1243.61,1854.52,39.78,521,"yuz ","Cuiba ","Yurakare ","South America ","Amazon ","-16.5, -65"
"abi","Guaicuruan","GuaicurudelSur","GuaicurudelSur",522,"Xiamen",46757560,24.5,118.17,189105,189,18,217,5622,1078,87,189.96,205.88,5630.09,1312.26,98.69,405.81,188.48,6131.56,1766.79,146.2,522,"axb ","Abipon ","Guaicuruan ","South America ","Patagonia ","-26, -61"
"kdw","Guaicuruan","GuaicurudelNorte","GuaicurudelNorte",523,"Yay",2649200,22.42,104.75,194102,194,652,207,4390,1770,64,669.46,205.85,4408.31,1706.36,64.64,947,196.82,4340.21,1447.01,61.11,523,"kbc ","Kadiwéu ","Guaicuruan ","South America ","Patagonia ","-20, -57"
"mcv","Guaicuruan","GuaicurudelSur","Qom",524,"Yoruba",19380800,8,4.33,171119,171,375,258,1315,1245,44,320.46,261.15,1313.63,1249.92,40.69,241.81,267.08,1478.51,1340.23,33.18,524,"moc ","Mocoví ","Guaicuruan ","South America ","Patagonia ","-27, -62"
"pga","Guaicuruan","GuaicurudelSur","Qom",525,"Yulu",13000,8.5,25.25,172114,172,758,249,1400,1102,2,698.39,252.75,1410.55,1085.38,3.2,579.34,259.88,1520.25,1049.4,14.56,525,"plg ","Pilagá ","Guaicuruan ","South America ","Patagonia ","-25, -60"
"tob","Guaicuruan","GuaicurudelSur","Qom",526,"Po-Ai",1860,-20.67,164.83,112101,112,392,213,2141,1837,219,217.12,222.2,2132.28,1568.02,192.18,183.21,222.06,2224.11,1595.08,212.67,526,"tob ","Toba ","Guaicuruan ","South America ","Patagonia ","-26.5, -59"
